group,subgroup,codecat,codetype,code,caresettingprincipal,condinclusion,condfrom,condto,subcondinclusion,condlevel,subcondlevel,rawlabdatetype,rawlabresult
lybext,Malignantneoplasmofothersiteso,DX,09,1438,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofgumunspecif,DX,09,1439,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofanteriorpor,DX,09,1440,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmoffloorofmout,DX,09,144,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmoflateralport,DX,09,1441,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofothersiteso,DX,09,1448,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmoffloorofmout,DX,09,1449,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofcheekmucosa,DX,09,1450,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofotheranduns,DX,09,145,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofvestibuleof,DX,09,1451,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofhardpalate,DX,09,1452,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofsoftpalate,DX,09,1453,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofuvula,DX,09,1454,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofpalateunspe,DX,09,1455,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofretromolara,DX,09,1456,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofotherspecif,DX,09,1458,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofmouthunspec,DX,09,1459,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmoforopharynx,DX,09,146,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmoftonsil,DX,09,1460,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmoftonsillarfo,DX,09,1461,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmoftonsillarpi,DX,09,1462,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofvallecula,DX,09,1463,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofanteriorasp,DX,09,1464,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofjunctionalr,DX,09,1465,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmoflateralwall,DX,09,1466,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofposteriorwa,DX,09,1467,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofotherspecif,DX,09,1468,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmoforopharynxu,DX,09,1469,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofnasopharynx,DX,09,147,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofsuperiorwal,DX,09,1470,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofposteriorwa,DX,09,1471,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmoflateralwall,DX,09,1472,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofanteriorwal,DX,09,1473,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofotherspecif,DX,09,1478,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofnasopharynx,DX,09,1479,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofpostcricoid,DX,09,1480,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofhypopharynx,DX,09,148,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofpyriformsin,DX,09,1481,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofaryepiglott,DX,09,1482,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofposteriorhy,DX,09,1483,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofotherspecif,DX,09,1488,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofhypopharynx,DX,09,1489,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofotherandill,DX,09,149,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofpharynxunsp,DX,09,1490,,0,-183,-1,1,exclusions,exclusions1,,
lybext,MalignantneoplasmofWaldeyer'sr,DX,09,1491,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofothersitesw,DX,09,1498,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofilldefineds,DX,09,1499,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofcervicaleso,DX,09,1500,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofesophagus,DX,09,150,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofthoraciceso,DX,09,1501,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofabdominales,DX,09,1502,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofupperthirdo,DX,09,1503,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofmiddlethird,DX,09,1504,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmoflowerthirdo,DX,09,1505,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofotherspecif,DX,09,1508,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofesophagusun,DX,09,1509,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofcardia,DX,09,1510,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofstomach,DX,09,151,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofpylorus,DX,09,1511,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofpyloricantr,DX,09,1512,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmoffundusofsto,DX,09,1513,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofbodyofstoma,DX,09,1514,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmoflessercurva,DX,09,1515,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofgreatercurv,DX,09,1516,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofotherspecif,DX,09,1518,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofstomachunsp,DX,09,1519,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofsmallintest,DX,09,152,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofduodenum,DX,09,1520,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofjejunum,DX,09,1521,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofileum,DX,09,1522,,0,-183,-1,1,exclusions,exclusions1,,
lybext,MalignantneoplasmofMeckel'sdiv,DX,09,1523,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofotherspecif,DX,09,1528,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofsmallintest,DX,09,1529,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofcolon,DX,09,153,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofhepaticflex,DX,09,1530,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmoftransversec,DX,09,1531,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofdescendingc,DX,09,1532,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofsigmoidcolo,DX,09,1533,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofcecum,DX,09,1534,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofappendix,DX,09,1535,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofascendingco,DX,09,1536,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofsplenicflex,DX,09,1537,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofotherspecif,DX,09,1538,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofcolonunspec,DX,09,1539,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofrectumrecto,DX,09,154,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofrectosigmoi,DX,09,1540,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofrectum,DX,09,1541,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofanalcanal,DX,09,1542,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofanusunspeci,DX,09,1543,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofothersiteso,DX,09,1548,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofliverandint,DX,09,155,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofliverprimar,DX,09,1550,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofintrahepati,DX,09,1551,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmoflivernotspe,DX,09,1552,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofgallbladder,DX,09,156,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofgallbladder,DX,09,1560,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofextrahepati,DX,09,1561,,0,-183,-1,1,exclusions,exclusions1,,
lybext,MalignantneoplasmofampullaofVa,DX,09,1562,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofotherspecif,DX,09,1568,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofbiliarytrac,DX,09,1569,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofheadofpancr,DX,09,1570,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofpancreas,DX,09,157,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofbodyofpancr,DX,09,1571,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmoftailofpancr,DX,09,1572,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofpancreaticd,DX,09,1573,,0,-183,-1,1,exclusions,exclusions1,,
lybext,MalignantneoplasmofisletsofLan,DX,09,1574,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofotherspecif,DX,09,1578,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofpancreaspar,DX,09,1579,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofretroperito,DX,09,1580,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofretroperito,DX,09,158,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofspecifiedpa,DX,09,1588,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofperitoneumu,DX,09,1589,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofotherandill,DX,09,159,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofintestinalt,DX,09,1590,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofspleennotel,DX,09,1591,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofothersiteso,DX,09,1598,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofilldefineds,DX,09,1599,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofnasalcaviti,DX,09,160,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofnasalcaviti,DX,09,1600,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofauditorytub,DX,09,1601,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofmaxillarysi,DX,09,1602,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofethmoidalsi,DX,09,1603,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmoffrontalsinu,DX,09,1604,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofsphenoidals,DX,09,1605,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofothersiteso,DX,09,1608,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofsiteofnasal,DX,09,1609,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofglottis,DX,09,1610,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmoflarynx,DX,09,161,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofsupraglotti,DX,09,1611,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofsubglottis,DX,09,1612,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmoflaryngealca,DX,09,1613,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofotherspecif,DX,09,1618,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmoflarynxunspe,DX,09,1619,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmoftrachea,DX,09,1620,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmoftracheabron,DX,09,162,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofmainbronchu,DX,09,1622,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofupperlobebr,DX,09,1623,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofmiddlelobeb,DX,09,1624,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmoflowerlobebr,DX,09,1625,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofotherpartso,DX,09,1628,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofbronchusand,DX,09,1629,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofparietalple,DX,09,1630,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofpleura,DX,09,163,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofvisceralple,DX,09,1631,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofotherspecif,DX,09,1638,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofpleuraunspe,DX,09,1639,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofthymus,DX,09,1640,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofthymusheart,DX,09,164,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofheart,DX,09,1641,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofanteriormed,DX,09,1642,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofposteriorme,DX,09,1643,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofotherpartso,DX,09,1648,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofmediastinum,DX,09,1649,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofotherandill,DX,09,165,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofupperrespir,DX,09,1650,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofothersitesw,DX,09,1658,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofilldefineds,DX,09,1659,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofbonesofskul,DX,09,1700,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofboneandarti,DX,09,170,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofmandible,DX,09,1701,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofvertebralco,DX,09,1702,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofribssternum,DX,09,1703,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofscapulaandl,DX,09,1704,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofshortboneso,DX,09,1705,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofpelvicbones,DX,09,1706,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmoflongbonesof,DX,09,1707,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofshortboneso,DX,09,1708,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofboneandarti,DX,09,1709,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofconnectivea,DX,09,1710,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofconnectivea,DX,09,171,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofconnectivea,DX,09,1712,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofconnectivea,DX,09,1713,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofconnectivea,DX,09,1714,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofconnectivea,DX,09,1715,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofconnectivea,DX,09,1716,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofconnectivea,DX,09,1717,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofotherspecif,DX,09,1718,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofconnectivea,DX,09,1719,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofnippleandar,DX,09,1740,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmoffemalebreas,DX,09,174,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofcentralport,DX,09,1741,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofupperinnerq,DX,09,1742,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmoflowerinnerq,DX,09,1743,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofupperouterq,DX,09,1744,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmoflowerouterq,DX,09,1745,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofaxillarytai,DX,09,1746,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofotherspecif,DX,09,1748,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofbreastfemal,DX,09,1749,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofnippleandar,DX,09,1750,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofmalebreast,DX,09,175,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofotheranduns,DX,09,1759,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Kaposi'ssarcoma,DX,09,176,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Kaposi'ssarcomaofskin,DX,09,1760,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Kaposi'ssarcomaofsofttissue,DX,09,1761,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Kaposi'ssarcomaofpalate,DX,09,1762,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Kaposi'ssarcomaofgastrointesti,DX,09,1763,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Kaposi'ssarcomaoflung,DX,09,1764,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Kaposi'ssarcomaoflymphnodes,DX,09,1765,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Kaposi'ssarcomaofotherspecifie,DX,09,1768,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Kaposi'ssarcomaofunspecifiedsi,DX,09,1769,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofuteruspartu,DX,09,179,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofcervixuteri,DX,09,180,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofendocervix,DX,09,1800,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofexocervix,DX,09,1801,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofotherspecif,DX,09,1808,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofcervixuteri,DX,09,1809,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofplacenta,DX,09,181,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofcorpusuteri,DX,09,1820,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofbodyofuteru,DX,09,182,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofisthmus,DX,09,1821,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofotherspecif,DX,09,1828,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofovary,DX,09,1830,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofovaryandoth,DX,09,183,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmoffallopiantu,DX,09,1832,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofbroadligame,DX,09,1833,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofparametrium,DX,09,1834,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofroundligame,DX,09,1835,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofotherspecif,DX,09,1838,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofuterineadne,DX,09,1839,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofotheranduns,DX,09,184,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofvagina,DX,09,1840,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmoflabiamajora,DX,09,1841,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmoflabiaminora,DX,09,1842,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofclitoris,DX,09,1843,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofvulvaunspec,DX,09,1844,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofotherspecif,DX,09,1848,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmoffemalegenit,DX,09,1849,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofprostate,DX,09,185,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmoftestis,DX,09,186,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofundescended,DX,09,1860,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofotheranduns,DX,09,1869,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofpenisandoth,DX,09,187,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofprepuce,DX,09,1871,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofglanspenis,DX,09,1872,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofbodyofpenis,DX,09,1873,,0,-183,-1,1,exclusions,exclusions1,,
lybext,Malignantneoplasmofpenispartun,DX,09,1874,,0,-183,-1,1,exclusions,exclusions1,,
